supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Blood Pressure Monitor,Kiwi Medical Supplies,511,Thumbay Hospital Dubai,29,3,790
Atorvastatin,Babirus LLC,1871,Thumbay Hospital Dubai,25,4,741
Aspirin,Pharma Solutions,4125,Saudi German Hospital Dubai,34,3,584
Defibrillator,Gulf Drug,2471,Al Zahra Hospital Dubai,19,3,339
Syringe Set,HealthPro Distributors UAE,2862,Al Zahra Hospital Dubai,13,2,157
Syringe Set,AKI Pharma,4653,Emirates Hospital Dubai,13,2,858
Levothyroxine,HealthPro Distributors UAE,3338,Thumbay Hospital Dubai,41,1,448
Defibrillator,Babirus LLC,3257,Dubai Hospital,43,3,788
Insulin Pen,Metromed,478,American Hospital Dubai,14,3,405
Prednisolone,Al Maqam Medical Supplies LLC,4706,NMC Royal Hospital Dubai,26,4,795
Blood Pressure Monitor,Kiwi Medical Supplies,4991,Thumbay Hospital Dubai,46,2,911
Levothyroxine,Pharma Solutions,3854,Mediclinic City Hospital Dubai,26,3,925
Bandage Roll,Babirus LLC,3205,NMC Royal Hospital Dubai,47,3,168
Amoxicillin,HealthPro Distributors UAE,334,Emirates Hospital Dubai,30,3,945
Aspirin,City Pharmacy Co.,375,Al Zahra Hospital Dubai,22,2,565
Amoxicillin,Gulf Drug,1396,Dubai Hospital,42,3,916
Hand Sanitizer,Global Med UAE,1756,Thumbay Hospital Dubai,49,5,243
Azithromycin,HealthPro Distributors UAE,2580,Saudi German Hospital Dubai,20,5,577
Disposable Gloves,Metromed,2406,Mediclinic City Hospital Dubai,17,4,729
Thermometer,HealthPro Distributors UAE,3301,Thumbay Hospital Dubai,25,1,479
Salbutamol,Pharma Solutions,3679,Dubai Hospital,35,4,440
Lisinopril,Gulf Drug,2376,Emirates Hospital Dubai,25,4,255
ECG Machine,Al Naghi Medical,922,American Hospital Dubai,14,2,298
Azithromycin,Planet Distribution,164,Mediclinic City Hospital Dubai,30,2,177
Doxycycline,Babirus LLC,457,Emirates Hospital Dubai,30,3,713
Metronidazole,Babirus LLC,1317,Thumbay Hospital Dubai,31,2,946
Blood Pressure Monitor,Pharma Solutions,3359,American Hospital Dubai,18,2,866
Wheelchair,Planet Distribution,647,Mediclinic City Hospital Dubai,11,5,692
Azithromycin,HealthPro Distributors UAE,4587,American Hospital Dubai,23,3,848
Prednisolone,Kiwi Medical Supplies,2499,American Hospital Dubai,25,4,848
Ventilator,MPC Healthcare,597,Mediclinic City Hospital Dubai,19,3,377
Losartan,Global Med UAE,2881,Mediclinic City Hospital Dubai,10,2,280
Surgical Scissors,Paramount Medical Equipment Trading LLC,4854,American Hospital Dubai,40,1,409
Wheelchair,AKI Pharma,4195,Emirates Hospital Dubai,29,5,124
Wheelchair,Al Zahrawi Medical,937,Dubai Hospital,20,3,794
Stethoscope,AKI Pharma,1545,Al Zahra Hospital Dubai,44,1,933
ECG Machine,Paramount Medical Equipment Trading LLC,1347,Mediclinic City Hospital Dubai,10,3,311
Defibrillator,Global Med UAE,205,Thumbay Hospital Dubai,46,3,137
Thermometer,Al Naghi Medical,2692,NMC Royal Hospital Dubai,41,3,331
Defibrillator,Al Maqam Medical Supplies LLC,598,Saudi German Hospital Dubai,18,3,138
Ibuprofen,HealthPro Distributors UAE,2252,American Hospital Dubai,26,3,444
Ibuprofen,Pharma Solutions,1898,American Hospital Dubai,44,4,707
Surgical Masks,Kiwi Medical Supplies,2182,Saudi German Hospital Dubai,26,5,170
Disposable Gloves,Paramount Medical Equipment Trading LLC,2043,Al Zahra Hospital Dubai,43,2,887
Salbutamol,Kiwi Medical Supplies,4092,Saudi German Hospital Dubai,20,2,155
Bandage Roll,Al Maqam Medical Supplies LLC,4258,Mediclinic City Hospital Dubai,32,3,437
IV Bag,MPC Healthcare,1533,Saudi German Hospital Dubai,30,2,161
Surgical Masks,Planet Distribution,365,American Hospital Dubai,43,5,822
Metformin,Global Med UAE,1353,Saudi German Hospital Dubai,36,5,914
Sterile Gauze,Al Maqam Medical Supplies LLC,65,NMC Royal Hospital Dubai,22,3,100
Stethoscope,Global Med UAE,1775,Thumbay Hospital Dubai,37,3,176
Pantoprazole,Kiwi Medical Supplies,768,Mediclinic City Hospital Dubai,40,3,505
Surgical Scissors,Pharma Solutions,3813,Saudi German Hospital Dubai,14,3,344
Ibuprofen,AKI Pharma,1403,American Hospital Dubai,28,2,183
Stethoscope,Babirus LLC,4264,Emirates Hospital Dubai,47,4,432
Bandage Roll,Babirus LLC,3165,Thumbay Hospital Dubai,19,3,176
Aspirin,AKI Pharma,4108,Mediclinic City Hospital Dubai,38,4,963
Ventilator,Al Naghi Medical,4218,American Hospital Dubai,31,2,193
Ventilator,Pharma Solutions,1293,Al Zahra Hospital Dubai,44,2,916
Thermometer,Kiwi Medical Supplies,732,NMC Royal Hospital Dubai,18,4,442
Wheelchair,AKI Pharma,2294,Dubai Hospital,12,4,243
Simvastatin,Al Maqam Medical Supplies LLC,4298,Al Zahra Hospital Dubai,15,3,881
ECG Machine,Al Maqam Medical Supplies LLC,4813,Dubai Hospital,36,3,950
Bandage Roll,Babirus LLC,524,NMC Royal Hospital Dubai,19,5,438
Amoxicillin,Metromed,4952,Saudi German Hospital Dubai,15,2,195
Surgical Masks,Pharma Solutions,4848,Mediclinic City Hospital Dubai,42,3,556
IV Bag,Babirus LLC,3467,Saudi German Hospital Dubai,26,4,316
Pulse Oximeter,Babirus LLC,2357,NMC Royal Hospital Dubai,23,3,389
Pulse Oximeter,HealthPro Distributors UAE,2317,NMC Royal Hospital Dubai,34,2,491
Aspirin,Pharma Solutions,567,NMC Royal Hospital Dubai,25,1,872
Prednisolone,Planet Distribution,3261,Dubai Hospital,15,2,184
Metformin,Paramount Medical Equipment Trading LLC,4311,Thumbay Hospital Dubai,24,4,325
Hand Sanitizer,Babirus LLC,1938,American Hospital Dubai,47,1,513
Prednisolone,Paramount Medical Equipment Trading LLC,886,Mediclinic City Hospital Dubai,39,3,386
Surgical Masks,Al Maqam Medical Supplies LLC,4711,Saudi German Hospital Dubai,21,4,879
Blood Pressure Monitor,Pharma Solutions,281,Saudi German Hospital Dubai,10,4,600
Surgical Scissors,City Pharmacy Co.,858,Al Zahra Hospital Dubai,39,4,962
Hydrochlorothiazide,Al Zahrawi Medical,610,Dubai Hospital,47,4,743
Sterile Gauze,Pharma Solutions,4314,NMC Royal Hospital Dubai,50,1,672
Drip Stand,Planet Distribution,3483,Emirates Hospital Dubai,44,3,611
Lisinopril,City Pharmacy Co.,782,NMC Royal Hospital Dubai,16,4,440
Hand Sanitizer,Al Zahrawi Medical,4214,NMC Royal Hospital Dubai,39,3,913
Wheelchair,MPC Healthcare,122,Emirates Hospital Dubai,15,4,924
Surgical Scissors,Kiwi Medical Supplies,3669,Saudi German Hospital Dubai,48,5,880
IV Bag,Al Maqam Medical Supplies LLC,586,Al Zahra Hospital Dubai,49,3,599
Metformin,Kiwi Medical Supplies,643,American Hospital Dubai,12,1,858
Omeprazole,Al Maqam Medical Supplies LLC,4246,Emirates Hospital Dubai,47,3,804
Omeprazole,Al Naghi Medical,2762,Dubai Hospital,17,3,204
Omeprazole,AKI Pharma,4150,Thumbay Hospital Dubai,29,2,437
Stethoscope,Global Med UAE,2733,Mediclinic City Hospital Dubai,32,5,537
Ventilator,Al Zahrawi Medical,634,Dubai Hospital,33,1,461
Hand Sanitizer,Paramount Medical Equipment Trading LLC,2261,Emirates Hospital Dubai,45,1,138
Losartan,Paramount Medical Equipment Trading LLC,4300,American Hospital Dubai,23,2,182
Aspirin,Al Naghi Medical,756,Saudi German Hospital Dubai,15,4,412
Pantoprazole,MPC Healthcare,3892,Thumbay Hospital Dubai,29,2,888
Omeprazole,Metromed,1637,Thumbay Hospital Dubai,13,3,126
IV Bag,HealthPro Distributors UAE,351,Thumbay Hospital Dubai,29,2,131
Insulin Pen,MPC Healthcare,3966,NMC Royal Hospital Dubai,29,4,977
Bandage Roll,Paramount Medical Equipment Trading LLC,3223,Mediclinic City Hospital Dubai,38,2,136
Aspirin,City Pharmacy Co.,1423,Saudi German Hospital Dubai,26,2,360
Thermometer,Al Zahrawi Medical,2154,Saudi German Hospital Dubai,35,4,609
Aspirin,Kiwi Medical Supplies,513,Thumbay Hospital Dubai,17,4,535
Pantoprazole,Metromed,4738,Saudi German Hospital Dubai,11,3,937
Pantoprazole,Babirus LLC,953,Mediclinic City Hospital Dubai,22,3,167
Metronidazole,Metromed,1357,Mediclinic City Hospital Dubai,26,1,559
Hydrochlorothiazide,Babirus LLC,1532,Al Zahra Hospital Dubai,12,3,400
Lisinopril,Al Naghi Medical,4513,Emirates Hospital Dubai,34,3,182
Salbutamol,Al Zahrawi Medical,4364,Emirates Hospital Dubai,26,3,781
Disposable Gloves,Pharma Solutions,3015,Al Zahra Hospital Dubai,49,4,871
Ciprofloxacin,Paramount Medical Equipment Trading LLC,4186,American Hospital Dubai,41,1,121
Levothyroxine,Planet Distribution,1819,Emirates Hospital Dubai,19,5,707
Metronidazole,Al Naghi Medical,1095,Mediclinic City Hospital Dubai,14,2,280
Insulin Pen,City Pharmacy Co.,1505,Mediclinic City Hospital Dubai,13,2,639
Ventilator,Pharma Solutions,254,Emirates Hospital Dubai,18,1,464
Sterile Gauze,Paramount Medical Equipment Trading LLC,4749,Mediclinic City Hospital Dubai,25,5,340
Blood Pressure Monitor,Gulf Drug,4599,Al Zahra Hospital Dubai,42,1,884
Surgical Scissors,Al Naghi Medical,3282,Thumbay Hospital Dubai,19,3,287
Paracetamol,Al Zahrawi Medical,1238,Thumbay Hospital Dubai,30,4,769
Ventilator,Paramount Medical Equipment Trading LLC,4440,Saudi German Hospital Dubai,43,4,857
Sterile Gauze,AKI Pharma,3136,Dubai Hospital,40,4,716
Blood Pressure Monitor,HealthPro Distributors UAE,2483,Dubai Hospital,43,3,621
Pantoprazole,Al Zahrawi Medical,2585,Thumbay Hospital Dubai,33,3,401
ECG Machine,Babirus LLC,4349,NMC Royal Hospital Dubai,19,2,509
Oxygen Cylinder,Al Naghi Medical,1189,Al Zahra Hospital Dubai,28,3,629
Drip Stand,Babirus LLC,443,Mediclinic City Hospital Dubai,29,4,898
Oxygen Cylinder,City Pharmacy Co.,1987,Emirates Hospital Dubai,10,1,795
Scalpel,Al Naghi Medical,2137,Thumbay Hospital Dubai,40,3,298
Wheelchair,Planet Distribution,3254,Al Zahra Hospital Dubai,22,4,832
Simvastatin,Global Med UAE,3888,Thumbay Hospital Dubai,44,3,749
Aspirin,Global Med UAE,128,American Hospital Dubai,19,5,547
Pulse Oximeter,Global Med UAE,3014,Mediclinic City Hospital Dubai,18,3,853
Hand Sanitizer,MPC Healthcare,378,American Hospital Dubai,47,1,693
Losartan,HealthPro Distributors UAE,3718,Mediclinic City Hospital Dubai,21,4,478
Fluconazole,MPC Healthcare,2774,Al Zahra Hospital Dubai,26,3,529
Aspirin,Al Zahrawi Medical,4091,Saudi German Hospital Dubai,11,2,188
Ciprofloxacin,Pharma Solutions,3206,Thumbay Hospital Dubai,39,2,918
Defibrillator,Al Zahrawi Medical,4831,Thumbay Hospital Dubai,50,4,542
Ibuprofen,Pharma Solutions,261,NMC Royal Hospital Dubai,14,3,270
Insulin Pen,Gulf Drug,1186,Emirates Hospital Dubai,50,3,708
Scalpel,AKI Pharma,2945,American Hospital Dubai,36,2,856
Disposable Gloves,Al Zahrawi Medical,442,Thumbay Hospital Dubai,32,3,378
Lisinopril,Al Maqam Medical Supplies LLC,4746,Al Zahra Hospital Dubai,33,3,368
Losartan,Kiwi Medical Supplies,4368,Saudi German Hospital Dubai,38,2,318
IV Bag,Paramount Medical Equipment Trading LLC,2005,Emirates Hospital Dubai,28,5,818
Insulin Pen,Global Med UAE,1962,Al Zahra Hospital Dubai,30,3,953
Pulse Oximeter,Planet Distribution,659,American Hospital Dubai,17,1,585
Thermometer,Al Naghi Medical,409,NMC Royal Hospital Dubai,24,1,399
Scalpel,AKI Pharma,1728,Thumbay Hospital Dubai,28,3,866
Atorvastatin,Gulf Drug,2976,Al Zahra Hospital Dubai,21,3,333
Syringe Set,Babirus LLC,2391,Emirates Hospital Dubai,23,2,445
Ventilator,Al Naghi Medical,4271,Mediclinic City Hospital Dubai,39,5,114
Doxycycline,Planet Distribution,1966,Saudi German Hospital Dubai,10,2,170
Losartan,Pharma Solutions,2723,Emirates Hospital Dubai,24,3,485
Prednisolone,AKI Pharma,4081,Al Zahra Hospital Dubai,28,3,134
Blood Pressure Monitor,Planet Distribution,3526,Saudi German Hospital Dubai,31,1,161
Ibuprofen,Paramount Medical Equipment Trading LLC,3859,Thumbay Hospital Dubai,48,3,193
Simvastatin,MPC Healthcare,2302,Mediclinic City Hospital Dubai,49,4,536
Wheelchair,Paramount Medical Equipment Trading LLC,3055,NMC Royal Hospital Dubai,35,3,340
Defibrillator,Al Zahrawi Medical,3315,Emirates Hospital Dubai,43,2,713
Stethoscope,Pharma Solutions,3643,NMC Royal Hospital Dubai,41,5,149
Pantoprazole,Gulf Drug,2735,Mediclinic City Hospital Dubai,41,3,434
ECG Machine,Kiwi Medical Supplies,1068,Saudi German Hospital Dubai,13,2,395
Ciprofloxacin,AKI Pharma,1951,Thumbay Hospital Dubai,10,5,964
Insulin Pen,HealthPro Distributors UAE,3864,Al Zahra Hospital Dubai,47,3,503
ECG Machine,MPC Healthcare,976,Mediclinic City Hospital Dubai,41,2,397
Bandage Roll,HealthPro Distributors UAE,790,American Hospital Dubai,24,4,621
Pantoprazole,Paramount Medical Equipment Trading LLC,1523,Saudi German Hospital Dubai,32,3,352
Ventilator,AKI Pharma,2497,NMC Royal Hospital Dubai,43,2,714
Wheelchair,Al Zahrawi Medical,1376,Emirates Hospital Dubai,29,3,163
Hydrochlorothiazide,MPC Healthcare,1840,Mediclinic City Hospital Dubai,37,2,478
Omeprazole,MPC Healthcare,4385,NMC Royal Hospital Dubai,37,2,897
Surgical Masks,Metromed,4251,Saudi German Hospital Dubai,18,3,636
Doxycycline,AKI Pharma,4473,NMC Royal Hospital Dubai,45,3,246
Salbutamol,AKI Pharma,3444,Mediclinic City Hospital Dubai,13,4,747
Salbutamol,AKI Pharma,3506,Saudi German Hospital Dubai,32,4,849
Amoxicillin,MPC Healthcare,1635,American Hospital Dubai,41,3,523
Blood Pressure Monitor,Pharma Solutions,4834,Mediclinic City Hospital Dubai,11,3,332
Azithromycin,Kiwi Medical Supplies,2310,Al Zahra Hospital Dubai,39,3,480
Pulse Oximeter,MPC Healthcare,2350,Dubai Hospital,40,3,974
Levothyroxine,Planet Distribution,1331,Thumbay Hospital Dubai,16,3,169
Scalpel,Kiwi Medical Supplies,3029,Mediclinic City Hospital Dubai,12,3,951
Aspirin,Al Zahrawi Medical,2725,Saudi German Hospital Dubai,37,2,216
Syringe Set,AKI Pharma,2757,Emirates Hospital Dubai,39,3,102
Defibrillator,Al Naghi Medical,4660,Thumbay Hospital Dubai,25,4,703
Syringe Set,Global Med UAE,462,Mediclinic City Hospital Dubai,31,4,910
Drip Stand,Planet Distribution,4016,American Hospital Dubai,19,4,990
IV Bag,Metromed,921,Emirates Hospital Dubai,45,1,494
Defibrillator,Gulf Drug,315,American Hospital Dubai,44,4,983
Pantoprazole,MPC Healthcare,1447,Al Zahra Hospital Dubai,37,4,767
Lisinopril,Al Zahrawi Medical,3065,Emirates Hospital Dubai,47,3,323
Losartan,Paramount Medical Equipment Trading LLC,3163,NMC Royal Hospital Dubai,16,3,254
Ventilator,Kiwi Medical Supplies,3590,Dubai Hospital,46,3,993
Oxygen Cylinder,Al Naghi Medical,2877,Emirates Hospital Dubai,49,2,761
Ventilator,Planet Distribution,746,Thumbay Hospital Dubai,45,4,581
Aspirin,Metromed,4728,Emirates Hospital Dubai,34,2,262
Lisinopril,Metromed,3266,Saudi German Hospital Dubai,44,3,271
Lisinopril,Babirus LLC,1601,Dubai Hospital,11,5,657
Metformin,Pharma Solutions,359,Saudi German Hospital Dubai,11,2,856
Wheelchair,Metromed,97,NMC Royal Hospital Dubai,50,3,402
Levothyroxine,Paramount Medical Equipment Trading LLC,89,Emirates Hospital Dubai,18,4,395
Pantoprazole,MPC Healthcare,3620,American Hospital Dubai,35,4,265
Lisinopril,HealthPro Distributors UAE,1836,American Hospital Dubai,16,3,221
Atorvastatin,AKI Pharma,2607,Mediclinic City Hospital Dubai,32,3,525
Blood Pressure Monitor,Global Med UAE,4959,Al Zahra Hospital Dubai,39,5,529
Aspirin,Metromed,1970,Thumbay Hospital Dubai,25,3,341
Fluconazole,Planet Distribution,1060,Dubai Hospital,17,2,349
Azithromycin,Global Med UAE,2991,Al Zahra Hospital Dubai,23,4,136
Prednisolone,AKI Pharma,3874,Emirates Hospital Dubai,40,4,972
Oxygen Cylinder,City Pharmacy Co.,3100,Al Zahra Hospital Dubai,10,5,574
ECG Machine,Al Maqam Medical Supplies LLC,2436,Mediclinic City Hospital Dubai,45,3,304
Blood Pressure Monitor,AKI Pharma,3950,Al Zahra Hospital Dubai,37,3,810
Defibrillator,Gulf Drug,3788,Dubai Hospital,47,2,516
Atorvastatin,Kiwi Medical Supplies,504,NMC Royal Hospital Dubai,17,2,898
Simvastatin,Gulf Drug,2792,Mediclinic City Hospital Dubai,21,4,108
Thermometer,Al Maqam Medical Supplies LLC,1729,NMC Royal Hospital Dubai,47,4,808
Wheelchair,Babirus LLC,1089,Emirates Hospital Dubai,21,5,164
Blood Pressure Monitor,Al Maqam Medical Supplies LLC,3181,Mediclinic City Hospital Dubai,49,3,529
Scalpel,City Pharmacy Co.,4546,Emirates Hospital Dubai,50,3,558
ECG Machine,Al Maqam Medical Supplies LLC,108,Emirates Hospital Dubai,34,1,559
Hydrochlorothiazide,Babirus LLC,2777,Al Zahra Hospital Dubai,45,3,514
Thermometer,Global Med UAE,4353,NMC Royal Hospital Dubai,13,2,169
Fluconazole,Al Maqam Medical Supplies LLC,3979,Emirates Hospital Dubai,16,1,672
Defibrillator,HealthPro Distributors UAE,4650,NMC Royal Hospital Dubai,37,3,118
Ventilator,Planet Distribution,21,NMC Royal Hospital Dubai,38,2,937
Aspirin,AKI Pharma,2149,Mediclinic City Hospital Dubai,10,1,344
Defibrillator,MPC Healthcare,3907,Saudi German Hospital Dubai,29,5,677
Wheelchair,Al Naghi Medical,447,Al Zahra Hospital Dubai,21,4,813
Fluconazole,Al Naghi Medical,2219,Emirates Hospital Dubai,16,3,304
Sterile Gauze,MPC Healthcare,268,NMC Royal Hospital Dubai,44,2,502
Scalpel,Al Maqam Medical Supplies LLC,813,Thumbay Hospital Dubai,17,3,946
Thermometer,Babirus LLC,844,Saudi German Hospital Dubai,10,3,567
Scalpel,Planet Distribution,1430,Emirates Hospital Dubai,47,2,611
Drip Stand,MPC Healthcare,1621,Thumbay Hospital Dubai,32,3,421
Simvastatin,AKI Pharma,3000,Al Zahra Hospital Dubai,20,3,168
Surgical Scissors,Al Zahrawi Medical,770,Al Zahra Hospital Dubai,38,2,433
Surgical Scissors,AKI Pharma,1107,NMC Royal Hospital Dubai,38,3,320
Doxycycline,Babirus LLC,1588,NMC Royal Hospital Dubai,38,1,956
Metronidazole,Pharma Solutions,1942,Dubai Hospital,40,3,836
Ciprofloxacin,AKI Pharma,2648,Dubai Hospital,16,4,434
Fluconazole,Al Zahrawi Medical,2286,Emirates Hospital Dubai,15,5,321
Bandage Roll,City Pharmacy Co.,2686,Mediclinic City Hospital Dubai,20,3,709
Paracetamol,MPC Healthcare,2490,Saudi German Hospital Dubai,15,1,771
ECG Machine,Al Naghi Medical,4639,Emirates Hospital Dubai,32,4,467
Disposable Gloves,Babirus LLC,897,Saudi German Hospital Dubai,22,3,679
Blood Pressure Monitor,HealthPro Distributors UAE,3143,NMC Royal Hospital Dubai,28,2,475
Blood Pressure Monitor,AKI Pharma,3996,Al Zahra Hospital Dubai,46,5,309
Ibuprofen,Planet Distribution,3223,NMC Royal Hospital Dubai,45,3,638
Hand Sanitizer,Al Maqam Medical Supplies LLC,3511,Al Zahra Hospital Dubai,47,3,554
Ventilator,Al Naghi Medical,3769,Dubai Hospital,25,3,602
Stethoscope,City Pharmacy Co.,227,Emirates Hospital Dubai,45,2,398
Oxygen Cylinder,HealthPro Distributors UAE,2163,Dubai Hospital,38,3,532
ECG Machine,Al Zahrawi Medical,165,Al Zahra Hospital Dubai,23,2,229
Hand Sanitizer,AKI Pharma,1859,NMC Royal Hospital Dubai,24,3,595
Blood Pressure Monitor,Kiwi Medical Supplies,4192,Dubai Hospital,48,4,818
Ibuprofen,AKI Pharma,441,American Hospital Dubai,17,1,317
Lisinopril,City Pharmacy Co.,1099,Saudi German Hospital Dubai,50,4,472
Insulin Pen,Pharma Solutions,3436,Thumbay Hospital Dubai,17,2,402
Prednisolone,Babirus LLC,3097,Al Zahra Hospital Dubai,10,5,150
Surgical Masks,Metromed,4815,Al Zahra Hospital Dubai,36,3,751
Insulin Pen,Al Naghi Medical,4116,American Hospital Dubai,12,5,159
Levothyroxine,Planet Distribution,1573,Emirates Hospital Dubai,30,4,157
Simvastatin,City Pharmacy Co.,2017,Emirates Hospital Dubai,48,5,954
Oxygen Cylinder,Global Med UAE,4164,Emirates Hospital Dubai,50,3,743
Aspirin,Global Med UAE,3772,Thumbay Hospital Dubai,40,4,319
Blood Pressure Monitor,Kiwi Medical Supplies,2986,Mediclinic City Hospital Dubai,46,3,379
Azithromycin,AKI Pharma,2726,American Hospital Dubai,37,5,521
Ventilator,Gulf Drug,3203,Thumbay Hospital Dubai,37,1,487
Metformin,AKI Pharma,4435,Dubai Hospital,15,4,639
Lisinopril,Babirus LLC,4694,American Hospital Dubai,18,1,262
ECG Machine,Al Maqam Medical Supplies LLC,2335,Al Zahra Hospital Dubai,17,2,238
Ciprofloxacin,Pharma Solutions,656,Saudi German Hospital Dubai,34,2,522
Metformin,Al Naghi Medical,4573,American Hospital Dubai,14,1,307
Sterile Gauze,Babirus LLC,4625,Mediclinic City Hospital Dubai,29,3,628
Doxycycline,Al Naghi Medical,3003,NMC Royal Hospital Dubai,35,3,576
Wheelchair,MPC Healthcare,3362,Dubai Hospital,26,1,874
IV Bag,Pharma Solutions,3056,Thumbay Hospital Dubai,43,1,587
Blood Pressure Monitor,Al Zahrawi Medical,3481,Dubai Hospital,15,5,306
Metronidazole,AKI Pharma,4691,Dubai Hospital,43,1,341
Doxycycline,Al Maqam Medical Supplies LLC,674,American Hospital Dubai,18,3,231
Sterile Gauze,Pharma Solutions,4051,American Hospital Dubai,15,2,839
Drip Stand,MPC Healthcare,4041,Mediclinic City Hospital Dubai,38,4,164
Surgical Scissors,Babirus LLC,2137,Saudi German Hospital Dubai,46,4,947
Drip Stand,AKI Pharma,3813,American Hospital Dubai,29,3,523
Lisinopril,Babirus LLC,113,American Hospital Dubai,35,3,488
Wheelchair,Al Zahrawi Medical,3514,Saudi German Hospital Dubai,36,5,254
Atorvastatin,Metromed,3322,Mediclinic City Hospital Dubai,37,3,534
Disposable Gloves,Planet Distribution,750,Thumbay Hospital Dubai,39,2,199
Prednisolone,Gulf Drug,1201,Dubai Hospital,24,3,110
Oxygen Cylinder,Metromed,280,Thumbay Hospital Dubai,47,2,337
Simvastatin,Al Maqam Medical Supplies LLC,341,American Hospital Dubai,36,5,361
IV Bag,AKI Pharma,862,Saudi German Hospital Dubai,30,4,512
Sterile Gauze,City Pharmacy Co.,2962,American Hospital Dubai,29,4,558
Metronidazole,Paramount Medical Equipment Trading LLC,4310,Emirates Hospital Dubai,36,5,350
Prednisolone,Gulf Drug,4990,NMC Royal Hospital Dubai,38,2,621
Thermometer,HealthPro Distributors UAE,4162,Thumbay Hospital Dubai,28,3,357
Disposable Gloves,City Pharmacy Co.,4198,Emirates Hospital Dubai,31,1,164
Azithromycin,Global Med UAE,2404,Al Zahra Hospital Dubai,39,2,380
Lisinopril,MPC Healthcare,233,NMC Royal Hospital Dubai,40,4,867
Fluconazole,Al Zahrawi Medical,1672,American Hospital Dubai,20,4,683
