supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week,hashcode
Paracetamol,MPC Healthcare,19355.0,Mediclinic City Hospital Dubai,47,4,348,0d9e91cf2e6dd350b9070cf76b8a8ae5
Oxygen Cylinder,Kiwi Medical Supplies,4375.0,Al Zahra Hospital Dubai,44,3,468,f881f2241d89714562b9edd682763b06
Insulin Pen,Al Maqam Medical Supplies LLC,5669.0,Mediclinic City Hospital Dubai,45,5,314,82f87ecdba9d1500b2372e869fcdca28
Paracetamol,Paramount Medical Equipment Trading LLC,19700.0,American Hospital Dubai,18,4,612,f90d84814c90c9823fa060d6b383b41d
Disposable Gloves,Global Med UAE,9788.0,Al Zahra Hospital Dubai,28,4,589,361eea59ecbbd23c49a43e3faea211ff
Hand Sanitizer,MPC Healthcare,1811.0,Mediclinic City Hospital Dubai,26,5,314,b992142c7d1bf3acddfcea5855f41a12
Doxycycline,HealthPro Distributors UAE,6248.0,NMC Royal Hospital Dubai,44,2,661,2763c5213cfe272b65af6d18eb91def9
Ibuprofen,Paramount Medical Equipment Trading LLC,68.0,American Hospital Dubai,17,4,341,35ebb9e61db7e6aded2af0f31875df9c
Lisinopril,Babirus LLC,11452.0,American Hospital Dubai,43,5,373,5e392c277775d4e5875b42eb90db2b20
Simvastatin,Paramount Medical Equipment Trading LLC,10016.0,American Hospital Dubai,17,1,361,02d4fb64abe096bedfe6078c92c807a3
Azithromycin,Paramount Medical Equipment Trading LLC,10818.0,NMC Royal Hospital Dubai,12,4,438,2220b95a185125f1ddd08663872160b5
Surgical Masks,Paramount Medical Equipment Trading LLC,3429.0,NMC Royal Hospital Dubai,36,2,782,e050f15a727674ab85429b0e262e2b30
Sterile Gauze,Babirus LLC,461.0,Saudi German Hospital Dubai,15,3,858,3910ce7eaf58c8930ae0f327c46471c1
Disposable Gloves,Al Naghi Medical,5345.0,Thumbay Hospital Dubai,44,1,284,61bf58c9686f47a5b1d7a230061c8619
Thermometer,Babirus LLC,9740.0,Emirates Hospital Dubai,32,2,261,4506e474bf2e4e8381cdad0c9262baa7
Blood Pressure Monitor,Babirus LLC,2141.0,Mediclinic City Hospital Dubai,28,1,619,df3ee8e9bb17bd142e8600f9713bd66d
Lisinopril,HealthPro Distributors UAE,10804.0,Saudi German Hospital Dubai,45,5,366,0f7fcafc1382bcf1a93d6d2ef4f0bf2e
Pantoprazole,Al Zahrawi Medical,84.0,Mediclinic City Hospital Dubai,14,4,904,bc08b6a9054d77fabae88f352b641c40
Surgical Scissors,Al Maqam Medical Supplies LLC,3194.0,Emirates Hospital Dubai,35,3,119,ebcec4b3f849d8cbaebdc60c5baf7d3a
Ventilator,Al Zahrawi Medical,5628.0,Thumbay Hospital Dubai,10,4,586,428b115405c505ba28e83279aa28ec01
Lisinopril,Metromed,8302.0,NMC Royal Hospital Dubai,38,4,253,86c8e9851d1e18e84ebb2473f68a0aaf
Stethoscope,Paramount Medical Equipment Trading LLC,7994.0,Thumbay Hospital Dubai,34,4,902,395403cb25312a3091394d9f7a671e1f
Fluconazole,Gulf Drug,9520.0,NMC Royal Hospital Dubai,13,4,876,c7ab5ea4a3ebe25186b2007c1740d2f7
ECG Machine,Al Maqam Medical Supplies LLC,3561.0,Emirates Hospital Dubai,15,2,870,f4a31120b5e83483c80583b3495be3c9
Syringe Set,Gulf Drug,20755.0,Thumbay Hospital Dubai,22,5,845,512f4729545ebff0c0b9d8499e0831a1
Lisinopril,Paramount Medical Equipment Trading LLC,8556.0,Saudi German Hospital Dubai,10,3,527,51b197b6628e4d02d68cb11408331294
Metronidazole,MPC Healthcare,1751.0,Al Zahra Hospital Dubai,45,3,323,9e012a87a3ca62f771bdcbd949a30ec1
Bandage Roll,Paramount Medical Equipment Trading LLC,3216.0,Saudi German Hospital Dubai,27,3,276,9d1a6749c2e7ed61024318ce1e68c9b1
Atorvastatin,Metromed,4568.0,Mediclinic City Hospital Dubai,29,3,790,be59f9d3bb336f391f7b8ee51d81b71b
Omeprazole,AKI Pharma,12275.0,Saudi German Hospital Dubai,42,3,820,8cb9c769a6a90aba0c5358ebe628c0f0
Losartan,Global Med UAE,404.0,Emirates Hospital Dubai,38,3,996,06a546d7fef6107e4cbd0736f1c083d9
Metformin,City Pharmacy Co.,13257.0,American Hospital Dubai,32,3,171,da31383a1ebe6373a906cda4b465f0e2
Simvastatin,HealthPro Distributors UAE,10176.0,Mediclinic City Hospital Dubai,13,3,627,ce3be475a2a3124392b2fad3b51e543d
Hydrochlorothiazide,Global Med UAE,9921.0,Thumbay Hospital Dubai,39,3,954,4e37084f5a12346cb1d39203d519bff4
IV Bag,Kiwi Medical Supplies,13216.0,Mediclinic City Hospital Dubai,39,2,760,50e82db2aecd2d51326649583a625cc9
Prednisolone,AKI Pharma,4561.0,Al Zahra Hospital Dubai,25,4,298,5e756bc821c53feb2dc14db0773969ab
Bandage Roll,City Pharmacy Co.,4742.0,NMC Royal Hospital Dubai,21,2,122,d897287476677145cab85dd5b74e3775
Atorvastatin,Al Zahrawi Medical,6663.0,Thumbay Hospital Dubai,47,3,240,39db5a8993230d40bbd557ecfba3c1c8
Stethoscope,Planet Distribution,6779.0,Dubai Hospital,29,4,145,b114a63d8290b5281f0fee8006a23a70
Doxycycline,Global Med UAE,9482.0,Mediclinic City Hospital Dubai,35,3,196,b70be76b3c83852522b3053f2961d3f3
Paracetamol,Al Zahrawi Medical,16193.0,Thumbay Hospital Dubai,29,2,387,d8870faf91ab8796a27dd2fd452d7f3a
Salbutamol,Global Med UAE,7470.0,Thumbay Hospital Dubai,38,3,653,247d801e208b4b49e5390429e78001c8
Scalpel,Pharma Solutions,3639.0,Thumbay Hospital Dubai,31,2,182,39ed612d4f0b88a2fb7deee12c61c202
Wheelchair,Kiwi Medical Supplies,1098.0,NMC Royal Hospital Dubai,18,2,552,1b82ff2c088fdb7ac4a6a4cc3ca062ae
Azithromycin,City Pharmacy Co.,9072.0,Dubai Hospital,44,3,490,413c926f53b656032eeae6f71987a1fb
Scalpel,Gulf Drug,1231.0,Emirates Hospital Dubai,23,2,607,bde2cbd40cb2e9ddaa8b9b749d8a0302
Thermometer,City Pharmacy Co.,9501.0,Saudi German Hospital Dubai,20,4,405,cba34706bff9ed966bded538abea345a
Stethoscope,Al Naghi Medical,5797.0,Thumbay Hospital Dubai,17,3,274,455500396f602f4e93cf6ee59c0bc82d
Losartan,Pharma Solutions,3449.0,American Hospital Dubai,14,5,424,f8a5b8dd2fc97711fd7b4cc2ef82fc22
Doxycycline,City Pharmacy Co.,8365.0,Emirates Hospital Dubai,29,4,835,8415a6dba2c1b03c4458d53b4eda3d8a
Ventilator,MPC Healthcare,4129.0,Al Zahra Hospital Dubai,35,1,557,5ac33b437f576a733a9198db7011126c
Drip Stand,Kiwi Medical Supplies,6347.0,NMC Royal Hospital Dubai,40,4,326,67ddd5e16442ef508f070c3cf12aa73a
Simvastatin,Metromed,9619.0,Mediclinic City Hospital Dubai,31,2,108,9f1d0a9d9961c6e5c5eb7ae699651a7d
Stethoscope,HealthPro Distributors UAE,7394.0,NMC Royal Hospital Dubai,49,1,934,cb6443c457cf65514c157254ea03a6e4
Surgical Scissors,MPC Healthcare,945.0,Mediclinic City Hospital Dubai,27,2,562,8a41b03511dc668aed18c5e3e47d6929
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,8666.0,NMC Royal Hospital Dubai,29,5,575,d106744cf4c41683eccad8b781470bbb
IV Bag,AKI Pharma,12641.0,Mediclinic City Hospital Dubai,45,3,609,6bb71dee43775d3e01a7598bb7a57b18
Scalpel,Al Maqam Medical Supplies LLC,2194.0,Thumbay Hospital Dubai,22,3,841,4ef10a3672ea107c248dd4bea5a8d641
Paracetamol,Al Naghi Medical,18205.0,Saudi German Hospital Dubai,37,4,499,c0b118485c278f70890257c384ea6430
Drip Stand,Global Med UAE,1913.0,Mediclinic City Hospital Dubai,24,1,917,b9f8a8f22b0cd27834fa1551a7efc57e
Omeprazole,Kiwi Medical Supplies,12704.0,Dubai Hospital,40,3,353,51f227a8c50c1fd1b9f06d9b72dc48ff
Pulse Oximeter,Al Maqam Medical Supplies LLC,906.0,Mediclinic City Hospital Dubai,21,2,868,b996f4d13978c727e1abcdddd1980404
Thermometer,MPC Healthcare,7522.0,American Hospital Dubai,40,4,832,c5e8c6c5f73b7627c78cc36ef6f99c41
Metformin,City Pharmacy Co.,12636.0,Mediclinic City Hospital Dubai,23,1,658,1c06dca598d971fbf4ffbe6e16172f37
Syringe Set,Gulf Drug,20348.0,American Hospital Dubai,25,5,306,2e6178aed716d8df4b558ef41fdce563
Pantoprazole,Kiwi Medical Supplies,409.0,Al Zahra Hospital Dubai,12,4,400,273f9eb6e6ad4b423a227f7b359b3bb8
Surgical Scissors,Kiwi Medical Supplies,2545.0,Thumbay Hospital Dubai,50,4,103,ee1fe94857246e71c74a34f98c21af85
Doxycycline,Pharma Solutions,8700.0,American Hospital Dubai,13,3,104,295f2102ed58106ddf29f74020d6e6f8
Stethoscope,Metromed,5628.0,Saudi German Hospital Dubai,39,1,449,e3a579d6c29924319d774d5d59783c6e
Levothyroxine,Gulf Drug,5574.0,Emirates Hospital Dubai,47,2,931,3ecc5fac312741ed3b79bc0a3b023a5c
Surgical Masks,Al Zahrawi Medical,7335.0,Thumbay Hospital Dubai,46,4,508,6e42462fb17b51f9f0aeac42c06b42cc
Wheelchair,HealthPro Distributors UAE,1905.0,American Hospital Dubai,37,4,778,d17b1982a75207e27385cab1cd63307a
Omeprazole,Gulf Drug,13630.0,Thumbay Hospital Dubai,25,2,677,bdd8032f8bbe9cc4d3491d12857ab36f
Ventilator,Paramount Medical Equipment Trading LLC,1639.0,Dubai Hospital,43,3,467,1cc976545297f3211dfca67fdcd6aa94
Simvastatin,Al Naghi Medical,8541.0,Thumbay Hospital Dubai,23,4,371,6410b3c65a73926f3e8ae983cf8f0199
Insulin Pen,Al Naghi Medical,5375.0,Thumbay Hospital Dubai,29,4,936,ca6940716c0f78e5b5225cc11c32b385
Bandage Roll,MPC Healthcare,3883.0,Al Zahra Hospital Dubai,11,4,654,1b332070112229cf73d89a03dcf2d60d
Surgical Scissors,Metromed,809.0,Saudi German Hospital Dubai,36,3,522,9d0cba37e4b6e5c667eb6aa41e0e3859
Sterile Gauze,Gulf Drug,2400.0,NMC Royal Hospital Dubai,31,3,690,5a35355a0f9fc349661922aec2d1c313
Omeprazole,Al Maqam Medical Supplies LLC,10180.0,NMC Royal Hospital Dubai,16,3,993,8bd773d58320b8481de08cb71c2facbe
Omeprazole,Global Med UAE,11865.0,American Hospital Dubai,28,2,730,06425e430d99c04ba59f0f185c93d3e5
Simvastatin,Paramount Medical Equipment Trading LLC,9394.0,Thumbay Hospital Dubai,41,3,117,b0ecb9d6b5607f58a9371835d3e2a658
Oxygen Cylinder,Kiwi Medical Supplies,940.0,American Hospital Dubai,41,1,974,90777200c22b275ac6c5e993c5c8806f
Drip Stand,Babirus LLC,2837.0,Al Zahra Hospital Dubai,39,3,958,33aa9014b1665aa84c23b60bbfb9f076
Defibrillator,AKI Pharma,964.0,Al Zahra Hospital Dubai,32,5,827,f7ba53ef67211580a730a7ea9533504a
Thermometer,City Pharmacy Co.,6073.0,Mediclinic City Hospital Dubai,28,2,404,9dc2d5b504ef467669268fd5375f80dd
Metronidazole,Kiwi Medical Supplies,787.0,Dubai Hospital,13,4,920,ffdd0a6d5e325e21ea79b37213372299
Amoxicillin,AKI Pharma,13671.0,Al Zahra Hospital Dubai,14,4,366,f27f67bfea9105b2ff22fdadd0794fdd
Disposable Gloves,Kiwi Medical Supplies,6149.0,Mediclinic City Hospital Dubai,48,3,236,1c6fbac275cf9dd8d328a719f4809189
Pulse Oximeter,City Pharmacy Co.,1391.0,Saudi German Hospital Dubai,32,4,361,ba02293d4af2483101d7eac395336c42
Salbutamol,HealthPro Distributors UAE,8322.0,American Hospital Dubai,43,5,129,4ca970f8e4aad042811d9d3df996005d
Hydrochlorothiazide,Metromed,9602.0,Emirates Hospital Dubai,15,3,772,cf7904785c6c4c34fe09c5494dd45509
Disposable Gloves,Al Maqam Medical Supplies LLC,5613.0,Saudi German Hospital Dubai,29,2,244,152a230715b71590208b35054dab4ae0
Stethoscope,Al Zahrawi Medical,7272.0,Al Zahra Hospital Dubai,21,2,452,6397046d55f11893762d4fd910cf0446
Levothyroxine,Al Maqam Medical Supplies LLC,6614.0,Saudi German Hospital Dubai,22,2,568,4399d6950a53cb13308cd44a7b306068
IV Bag,Al Zahrawi Medical,14630.0,Saudi German Hospital Dubai,24,3,236,4be6a240ac2084f30fea2921d4868194
Metronidazole,Gulf Drug,1215.0,Dubai Hospital,22,3,429,961a530ad9813c24b218dfa9f59842ff
Stethoscope,City Pharmacy Co.,7586.0,Dubai Hospital,22,3,966,d5d785cc77b6208bbf03f9eeb81fcad4
Ciprofloxacin,AKI Pharma,5290.0,Dubai Hospital,16,4,408,702fed9366122c64a43a2e81a08d389e
Surgical Masks,Al Naghi Medical,6386.0,Saudi German Hospital Dubai,24,3,927,88c2cad4bab57b39c8383adff2233467
Amoxicillin,Metromed,15865.0,Al Zahra Hospital Dubai,48,3,211,3271c2901181d77e912a3f0ca62ce654
Metformin,Al Zahrawi Medical,12965.0,Emirates Hospital Dubai,33,3,575,a002444f634db252cbd152c78e771066
Disposable Gloves,Metromed,5061.0,Thumbay Hospital Dubai,42,1,954,aadeee44f3cf5d01b6eb18f497b07924
Surgical Scissors,Pharma Solutions,2583.0,Saudi German Hospital Dubai,15,3,588,9d5895fa2ed9b798e053efb0b39ad101
Syringe Set,Planet Distribution,23452.0,Mediclinic City Hospital Dubai,27,4,224,8df62490b15410f8bcd620510ab98dea
Amoxicillin,Al Naghi Medical,14250.0,Al Zahra Hospital Dubai,10,3,220,689ba94a2d8c948ddb737e59b0af6ee2
Ibuprofen,Planet Distribution,3192.0,Saudi German Hospital Dubai,24,4,119,935b40edba7be3ece1cc39bc5d7bef3c
Blood Pressure Monitor,Al Zahrawi Medical,146.0,Emirates Hospital Dubai,32,5,520,0cf1d06892950bfcbe65f649db349765
Hand Sanitizer,Al Naghi Medical,1841.0,Thumbay Hospital Dubai,44,3,454,c2159f6e19dd06f8fcffea7788ce19dc
Drip Stand,MPC Healthcare,2842.0,Dubai Hospital,34,3,808,2fbdcb0dcd66795a17f8a00b9c5726db
Thermometer,Gulf Drug,5952.0,Al Zahra Hospital Dubai,49,3,753,b38d68265dc46018ccc5ef2b1736cfa6
IV Bag,HealthPro Distributors UAE,10931.0,NMC Royal Hospital Dubai,23,2,450,0d1c7487efaa4936a8fc88dc0104133c
Levothyroxine,Al Zahrawi Medical,5557.0,Thumbay Hospital Dubai,50,2,126,524b29effd7c2b74083a44bd711fb42f
Prednisolone,Planet Distribution,8199.0,Mediclinic City Hospital Dubai,13,1,796,1c0d347d4b2033daae69ec3c9c1289b1
Prednisolone,MPC Healthcare,5901.0,Saudi German Hospital Dubai,38,3,767,cbbf9f0e26bac42cbe169661691b248f
Azithromycin,Kiwi Medical Supplies,12246.0,Emirates Hospital Dubai,16,3,436,0319a629c67e5d0df8cd4177ed993f40
Insulin Pen,Metromed,6525.0,NMC Royal Hospital Dubai,20,1,118,e268203e0cb04b79d4e0af3c04ad3976
Paracetamol,Paramount Medical Equipment Trading LLC,18877.0,Emirates Hospital Dubai,28,4,928,d408ec7a379dc13dbde88cd3336e34ec
Ventilator,HealthPro Distributors UAE,2608.0,NMC Royal Hospital Dubai,26,3,987,5bdd416a4c66b2fe2fd3d049e7139bc3
Fluconazole,AKI Pharma,7801.0,Al Zahra Hospital Dubai,31,3,985,09e39e65332bb186d71d08087ec99eef
Sterile Gauze,MPC Healthcare,4058.0,NMC Royal Hospital Dubai,42,3,343,78d013cc57a27721b78fc346ef45f57a
Insulin Pen,Kiwi Medical Supplies,5848.0,Mediclinic City Hospital Dubai,20,2,811,9205b32d9cb3aab349e1438b606dea11
Prednisolone,Al Naghi Medical,5184.0,Mediclinic City Hospital Dubai,11,3,645,04a49dfcf7dce50ce5660442014d1a16
Oxygen Cylinder,Paramount Medical Equipment Trading LLC,581.0,American Hospital Dubai,10,1,747,e0288e46762487795d18613a26eddba4
Surgical Masks,Al Maqam Medical Supplies LLC,6513.0,Mediclinic City Hospital Dubai,15,3,965,d91998507e8230c9894959ba2a98b9bb
Blood Pressure Monitor,MPC Healthcare,143.0,Thumbay Hospital Dubai,49,2,161,bd1c26e416f887cf55613f7a6fef8a7d
Thermometer,Al Zahrawi Medical,9613.0,NMC Royal Hospital Dubai,31,2,696,ec7b10088de9c7e946045438381f802b
Omeprazole,Metromed,10908.0,Mediclinic City Hospital Dubai,10,4,874,95748e5fee202685d20dd03c058532fc
Pantoprazole,Gulf Drug,624.0,Al Zahra Hospital Dubai,50,5,483,9157d5a103c17c6becc1b7ee7a5422e2
Losartan,HealthPro Distributors UAE,1186.0,Emirates Hospital Dubai,23,2,605,abe5304829604aa9f64ec64d298adfff
Surgical Scissors,Paramount Medical Equipment Trading LLC,4321.0,Dubai Hospital,20,4,867,419abe1bd23d01131078ffcec9f14798
Thermometer,City Pharmacy Co.,8105.0,Emirates Hospital Dubai,23,4,759,bca0d86393b862cb7f2d12d011c41440
Scalpel,Al Zahrawi Medical,3419.0,American Hospital Dubai,37,3,860,be2e4ab8143a168a69d0614fadbe7873
Hydrochlorothiazide,Kiwi Medical Supplies,8435.0,Emirates Hospital Dubai,43,4,505,bb2ad572c8cdd44c3afe8f9909b6e6bb
Fluconazole,Metromed,9346.0,NMC Royal Hospital Dubai,31,2,598,5846241a3020ba12fadccc58d875eddf
Pantoprazole,Kiwi Medical Supplies,4331.0,American Hospital Dubai,38,4,847,470e9a58b3e9e570349e755b0bc96e4b
Levothyroxine,Gulf Drug,7276.0,NMC Royal Hospital Dubai,23,2,392,613f7368859abd9250f4e0e431e89364
Amoxicillin,Al Maqam Medical Supplies LLC,12456.0,Al Zahra Hospital Dubai,43,1,350,74d4d7046841f5c4078734ae5649fbe6
Oxygen Cylinder,MPC Healthcare,664.0,American Hospital Dubai,15,3,617,dc4c3e3f02de64b13f921c367e1ceaf4
Atorvastatin,City Pharmacy Co.,3430.0,Saudi German Hospital Dubai,43,2,170,a2c6fc4738d26c28749b707077111a50
IV Bag,HealthPro Distributors UAE,14437.0,Thumbay Hospital Dubai,43,2,760,bcd3cd315b6aa3ae5be9cc786c1125b2
Thermometer,Al Zahrawi Medical,6208.0,Thumbay Hospital Dubai,40,3,657,df975f56d75700629bb786acbc5dcb69
Pulse Oximeter,Global Med UAE,2803.0,NMC Royal Hospital Dubai,20,2,757,b4c157f838b7e16d2fb980ac7e236b6f
Metformin,HealthPro Distributors UAE,14422.0,Emirates Hospital Dubai,32,3,459,f171496095ed7fd0bc80db4e6b289d9f
Salbutamol,HealthPro Distributors UAE,10205.0,Dubai Hospital,38,5,142,360e2bc5be17277cca45f1e21f054bf2
Insulin Pen,Gulf Drug,3090.0,Dubai Hospital,17,2,602,82762a83b56ceae9b66f51304aa0578a
Salbutamol,HealthPro Distributors UAE,9256.0,Saudi German Hospital Dubai,19,5,169,9f55867410e4ca04d0d83193995bd273
Insulin Pen,Al Maqam Medical Supplies LLC,7031.0,American Hospital Dubai,46,2,671,f16303444197bc5eb617fe663733997c
Sterile Gauze,Pharma Solutions,4726.0,Saudi German Hospital Dubai,43,4,658,7cd9bdeb59606633ff7e1d7a7282a7fd
Sterile Gauze,Al Maqam Medical Supplies LLC,75.0,Saudi German Hospital Dubai,17,2,380,27de43816f0ccbf7e5b3e287a9e37d68
Ciprofloxacin,City Pharmacy Co.,4960.0,Emirates Hospital Dubai,29,2,235,4ae5a5f5ffc55d0683b6dcb839029eaf
Syringe Set,Planet Distribution,22095.0,Dubai Hospital,10,1,616,1687f7f877d77079ef6f40d819283da6
Omeprazole,Pharma Solutions,11977.0,American Hospital Dubai,20,4,962,e6630e838b303cd0b48bd40babeab0da
Atorvastatin,Pharma Solutions,4469.0,Al Zahra Hospital Dubai,38,4,294,9a3f000c9ade8504670ea553c398db6e
ECG Machine,HealthPro Distributors UAE,1308.0,Emirates Hospital Dubai,46,4,997,fa2371f18ade823ddda6cb29ee549028
Drip Stand,Pharma Solutions,5723.0,Saudi German Hospital Dubai,48,1,532,8d81717f9543a47c11474c0b3c5100f8
Levothyroxine,Global Med UAE,6411.0,Saudi German Hospital Dubai,31,4,827,807cbcad3251c42575202fd3565f11b5
Wheelchair,AKI Pharma,2597.0,Al Zahra Hospital Dubai,29,3,939,869e66ae6ddb098b77b67ca90eac0a1c
Metronidazole,MPC Healthcare,1347.0,Saudi German Hospital Dubai,38,4,479,e7e5a21e685d172bb3d462eb13ddbb44
Disposable Gloves,Kiwi Medical Supplies,5206.0,Saudi German Hospital Dubai,27,2,838,d2808b9198a111049a3df9baca427000
ECG Machine,Pharma Solutions,1057.0,Saudi German Hospital Dubai,47,3,147,4f54aaad1a7e93680897b739704c4838
Sterile Gauze,Metromed,4853.0,Thumbay Hospital Dubai,41,3,391,f7781bf8b851c403db44c4fc6b510e22
Hand Sanitizer,Al Maqam Medical Supplies LLC,3504.0,Emirates Hospital Dubai,42,5,438,d7521cea6fd8af91a53c097bd1833400
Stethoscope,HealthPro Distributors UAE,6210.0,Mediclinic City Hospital Dubai,15,2,860,bd5579d27883229917037feee54eca17
Losartan,AKI Pharma,3984.0,Emirates Hospital Dubai,27,2,884,3308186acaf1b1f478a88da5d072e9f8
Scalpel,City Pharmacy Co.,1023.0,Al Zahra Hospital Dubai,24,3,697,743d5ebcfecf76a34303ab3a82df39ca
Disposable Gloves,Kiwi Medical Supplies,8649.0,Saudi German Hospital Dubai,39,1,629,f21372b56b046fd736c0ffd83bf53deb
Thermometer,MPC Healthcare,9173.0,Emirates Hospital Dubai,43,2,662,820542fd7339f965882a5be54e8ca5c8
Disposable Gloves,HealthPro Distributors UAE,7664.0,Thumbay Hospital Dubai,26,3,249,586c610b458f92d35a6c34fbcc69bf77
Insulin Pen,AKI Pharma,6042.0,Dubai Hospital,22,3,562,697ea71fb23364e8a23687c4e4cba469
Fluconazole,Kiwi Medical Supplies,8264.0,Al Zahra Hospital Dubai,22,2,427,dd52bff2c274e5ebeca58b8224630004
Aspirin,Planet Distribution,10845.0,NMC Royal Hospital Dubai,50,5,921,26bd79339c1e165244c307b1b1b6158c
Azithromycin,City Pharmacy Co.,12832.0,Emirates Hospital Dubai,37,4,823,45a7c5725a5c75981c050731d6efe6b6
Defibrillator,Paramount Medical Equipment Trading LLC,4562.0,NMC Royal Hospital Dubai,41,2,795,80722e8502b3bb160bc75e9fee12feaa
Insulin Pen,City Pharmacy Co.,6597.0,Saudi German Hospital Dubai,13,3,958,945c25aaae7f8494f8b2f424400bd324
Prednisolone,Babirus LLC,4442.0,Thumbay Hospital Dubai,31,3,907,3c79f7a9f611dfe9ced54eb0b9b38f94
Pulse Oximeter,Al Maqam Medical Supplies LLC,2572.0,Thumbay Hospital Dubai,19,1,738,2d39d5bb3622736c78a197506b74b67e
Bandage Roll,Al Naghi Medical,1388.0,Emirates Hospital Dubai,19,3,797,c53df6f0d76637786d4f66f92ad3b19d
Pantoprazole,Babirus LLC,3412.0,Al Zahra Hospital Dubai,46,5,766,77bb85a0b1c2abf602c06dd93c7a4a36
Disposable Gloves,Paramount Medical Equipment Trading LLC,9670.0,Al Zahra Hospital Dubai,21,4,405,28dddc9aea8bc4ae497ffb62e8ab7d46
Insulin Pen,Babirus LLC,4233.0,Thumbay Hospital Dubai,13,3,800,29aa1c8d66f0d4a2abf59ceb10b4f2cb
Ibuprofen,AKI Pharma,2289.0,Al Zahra Hospital Dubai,21,3,567,3473b0c96278dd888c95e84da2569824
Simvastatin,Kiwi Medical Supplies,10223.0,Thumbay Hospital Dubai,16,2,460,f955a55a9051fa514564d69a94f56549
Ventilator,Kiwi Medical Supplies,5988.0,Emirates Hospital Dubai,14,3,615,6e7b82515f096b0ec1635f50ef38c0d6
Amoxicillin,Gulf Drug,13152.0,Mediclinic City Hospital Dubai,35,5,539,73badea4b59d930cc40ef71ebbff5e1f
Aspirin,Global Med UAE,8045.0,Thumbay Hospital Dubai,30,4,648,4140fb0421c580cc8f79c3677001349c
IV Bag,Global Med UAE,10334.0,NMC Royal Hospital Dubai,42,3,139,8ab9d8fc290e6dac9e4b6d0156a70145
IV Bag,AKI Pharma,13329.0,Al Zahra Hospital Dubai,32,3,584,4588ae1ef6af27dd39cd4fa24ee2061b
Ciprofloxacin,Gulf Drug,7204.0,Thumbay Hospital Dubai,13,2,566,d7dbbfcc43ff13208e09f7395b93a905
Doxycycline,Pharma Solutions,7834.0,Thumbay Hospital Dubai,17,4,636,7398c44be7ebdb8d9f9b5da8c28dee07
Prednisolone,Pharma Solutions,7880.0,Emirates Hospital Dubai,38,4,775,4877fa0dfd42fe49082f351552839d55
Sterile Gauze,Paramount Medical Equipment Trading LLC,4212.0,Al Zahra Hospital Dubai,39,1,722,e79da64147f6778ac44d5d1cf8c15159
Oxygen Cylinder,Kiwi Medical Supplies,1767.0,Mediclinic City Hospital Dubai,14,3,613,804f03c7a9f9e98346d7f87065d6e365
Hand Sanitizer,Babirus LLC,725.0,Emirates Hospital Dubai,47,3,657,77564d377287893a4ff660517fef8104
Salbutamol,Al Zahrawi Medical,8109.0,Mediclinic City Hospital Dubai,19,2,264,13693b1c7e3695bdd1dc998e2282e335
Surgical Masks,Global Med UAE,5220.0,Dubai Hospital,22,2,271,f45fa142cf9b5ec64c00ffb309b1c031
Fluconazole,City Pharmacy Co.,7204.0,Emirates Hospital Dubai,21,4,681,be9364da02352eba27917fe3dcd99617
Pulse Oximeter,Paramount Medical Equipment Trading LLC,4824.0,Al Zahra Hospital Dubai,37,4,525,ea040f7057275c2a578bd8761f259784
Amoxicillin,HealthPro Distributors UAE,13614.0,American Hospital Dubai,42,3,729,bcf9bca73935b109f04dcd1e0545186f
Bandage Roll,MPC Healthcare,1234.0,Al Zahra Hospital Dubai,26,5,611,916aab771d3731cb6c0f25773f43b537
Scalpel,Metromed,1259.0,Al Zahra Hospital Dubai,15,4,934,d23fe1dad59bc4f811971122ad2bc56d
ECG Machine,Al Zahrawi Medical,3156.0,Mediclinic City Hospital Dubai,42,5,143,6209e46ddd78a7d10ed6747bea9eb18a
Ciprofloxacin,City Pharmacy Co.,4783.0,Mediclinic City Hospital Dubai,16,4,358,3cd862df9f3cbf1e5a9d6540f806f7c3
Aspirin,Paramount Medical Equipment Trading LLC,10676.0,Al Zahra Hospital Dubai,30,2,506,b63e8da65762c69cb293f6ef3fd243f4
Simvastatin,Global Med UAE,10094.0,Al Zahra Hospital Dubai,26,2,815,2c0a92cc09d0cec67ba6dd6dbaa7fdf3
Bandage Roll,Al Maqam Medical Supplies LLC,1861.0,Al Zahra Hospital Dubai,40,4,324,e3bcae86399296877506448f5e17ed96
Salbutamol,Al Maqam Medical Supplies LLC,6159.0,Mediclinic City Hospital Dubai,24,4,566,50e1696f73b1e3862122145188428112
Aspirin,Kiwi Medical Supplies,9576.0,Al Zahra Hospital Dubai,10,1,903,45d08eb254ddc79960d732ffac36c620
Ciprofloxacin,Babirus LLC,5561.0,Al Zahra Hospital Dubai,31,3,192,27891e691b0e3aeac969ce06a6d6ea56
Paracetamol,MPC Healthcare,18064.0,Dubai Hospital,30,3,973,33d8ea45ed08cddddaece7efe608c433
Paracetamol,Paramount Medical Equipment Trading LLC,19867.0,Saudi German Hospital Dubai,15,3,852,350ddba1cdb9aa8e8f579c1f5f2ffcc0
