supply_name,supplier_name,date_supplied,quantity_supplied,hospital_name
ECG Machine,Gray PLC,2023-09-22,254,Meyerchester General Hospital
Salbutamol,Berry-Baker,2023-06-23,1036,Port Selena General Hospital
Oxygen Cylinder,Peterson-Williams,2023-08-24,2923,South Dominiqueburgh General Hospital
Scalpel,Rodriguez-Santana,2024-02-11,4641,West Vincent General Hospital
Hand Sanitizer,"Thomas, Tyler and Smith",2023-06-22,642,Graymouth General Hospital
Simvastatin,Smith Ltd,2024-05-05,4361,New Timothy General Hospital
Blood Pressure Monitor,Mack LLC,2023-10-21,890,East Victoria General Hospital
Metronidazole,Smith Ltd,2024-11-23,4426,Port Courtneytown General Hospital
Metformin,Mack LLC,2025-02-24,1791,North Dennisborough General Hospital
Salbutamol,Mack LLC,2025-01-24,423,East Victoria General Hospital
Doxycycline,Rogers LLC,2023-08-08,4175,Matthewfurt General Hospital
Salbutamol,"Thomas, Tyler and Smith",2023-07-04,1428,Lake Brianmouth General Hospital
Scalpel,Berry-Baker,2025-01-10,2274,Meyerchester General Hospital
Lisinopril,"Cunningham, Yu and Smith",2024-06-01,2761,Lake Stephenshire General Hospital
Hydrochlorothiazide,Garcia-Williams,2024-02-26,3991,Christopherhaven General Hospital
Surgical Masks,Garcia-Williams,2023-12-13,1408,Lake Keithfort General Hospital
Thermometer,Smith Ltd,2024-03-07,2193,Andrewburgh General Hospital
Levothyroxine,Rogers LLC,2024-05-26,3568,Port Courtneytown General Hospital
Metformin,Rogers LLC,2023-10-28,2928,Zacharyburgh General Hospital
Salbutamol,Berry-Baker,2023-08-23,3716,Whitneyfurt General Hospital
Metformin,Smith Ltd,2024-12-12,2906,Matthewfurt General Hospital
Simvastatin,Mack LLC,2025-01-03,3657,Raymondhaven General Hospital
Simvastatin,"Solis, Clark and Lynch",2024-02-24,2207,Meyerchester General Hospital
Ventilator,"Hunt, Cohen and Little",2024-04-20,3983,Dustinport General Hospital
Levothyroxine,Gray PLC,2023-06-15,237,Allenshire General Hospital
Paracetamol,Smith Ltd,2025-02-21,4882,New Timothy General Hospital
Ventilator,Berry-Baker,2024-10-07,1177,New Loganmouth General Hospital
Levothyroxine,"Solis, Clark and Lynch",2024-05-08,791,Lake Brianmouth General Hospital
Metronidazole,"Solis, Clark and Lynch",2024-12-30,3252,Coopershire General Hospital
Metronidazole,Rodriguez-Santana,2024-06-04,4782,Michaelmouth General Hospital
Hand Sanitizer,Mack LLC,2024-09-27,2048,Elizabethland General Hospital
Paracetamol,Garcia-Williams,2024-08-22,2955,Port Courtneytown General Hospital
Surgical Masks,Peterson-Williams,2024-08-22,2044,East Williamtown General Hospital
Surgical Masks,Smith Ltd,2024-06-02,3548,Port Aprilside General Hospital
Paracetamol,"Solis, Clark and Lynch",2024-02-16,175,West Anne General Hospital
Omeprazole,"Cunningham, Yu and Smith",2023-04-29,3856,Whitneyfurt General Hospital
Prednisolone,Rogers LLC,2024-10-18,3950,Lake Stephenshire General Hospital
Wheelchair,"Solis, Clark and Lynch",2024-02-26,3631,Lake Brianmouth General Hospital
Aspirin,Smith Ltd,2023-06-05,597,Jeffreyshire General Hospital
Metformin,Smith Ltd,2024-08-21,3802,South Dominiqueburgh General Hospital
Pulse Oximeter,"Cunningham, Yu and Smith",2023-05-05,4564,Williamburgh General Hospital
Fluconazole,"Hunt, Cohen and Little",2023-11-09,2075,New Bryanstad General Hospital
Losartan,Peterson-Williams,2023-10-25,1582,Whitneyfurt General Hospital
Amoxicillin,Rogers LLC,2025-01-20,2531,Lake Keithfort General Hospital
Disposable Gloves,"Hunt, Cohen and Little",2023-10-05,2443,Whitneyfurt General Hospital
Ventilator,"Cunningham, Yu and Smith",2024-09-21,4768,New Bryanstad General Hospital
Disposable Gloves,"Cunningham, Yu and Smith",2023-07-25,1499,Allenshire General Hospital
Wheelchair,Rodriguez-Santana,2024-07-18,131,Lake Stephenshire General Hospital
Metronidazole,Rodriguez-Santana,2024-07-15,54,Williamburgh General Hospital
Ventilator,Gray PLC,2023-12-06,2968,Lake Stephenshire General Hospital
Surgical Masks,Smith Ltd,2024-11-28,4805,Michaelmouth General Hospital
Drip Stand,Berry-Baker,2024-03-19,1559,Whitneyfurt General Hospital
Pantoprazole,Berry-Baker,2025-01-24,438,Lake Keithfort General Hospital
Fluconazole,Adams Group,2023-11-17,3497,Port Selena General Hospital
Metronidazole,"Cunningham, Yu and Smith",2025-03-03,3041,Roytown General Hospital
Atorvastatin,Mack LLC,2024-04-19,1542,Williamburgh General Hospital
Oxygen Cylinder,Berry-Baker,2024-03-12,577,New Timothy General Hospital
Salbutamol,Rodriguez-Santana,2023-05-21,4632,Allenshire General Hospital
Metformin,Berry-Baker,2024-10-05,3947,Port Courtneytown General Hospital
Atorvastatin,Adams Group,2024-11-25,2410,Lake Keithfort General Hospital
Azithromycin,Johns Group,2024-10-15,2626,Lake Keithfort General Hospital
Thermometer,"Thomas, Tyler and Smith",2023-11-04,2715,Whitneyfurt General Hospital
Simvastatin,Adams Group,2023-05-10,346,Brownberg General Hospital
Metformin,Berry-Baker,2024-10-05,2522,Graymouth General Hospital
Thermometer,Mack LLC,2024-04-09,2008,Lake Keithfort General Hospital
Scalpel,Mack LLC,2024-12-15,3143,South Dominiqueburgh General Hospital
Stethoscope,Berry-Baker,2023-12-17,4799,Christopherhaven General Hospital
Hydrochlorothiazide,"Solis, Clark and Lynch",2023-12-22,3714,Barnettstad General Hospital
Azithromycin,"Sanchez, Smith and Graham",2024-06-25,613,Richardsonside General Hospital
Blood Pressure Monitor,Rogers LLC,2024-11-05,540,Allenshire General Hospital
Defibrillator,Adams Group,2023-10-23,520,New Mark General Hospital
Aspirin,"Sanchez, Smith and Graham",2024-07-11,3936,Whitneyfurt General Hospital
Ventilator,"Solis, Clark and Lynch",2024-05-25,2094,Lake Stephenshire General Hospital
Defibrillator,Rodriguez-Santana,2023-07-18,776,Port Rachel General Hospital
Simvastatin,Adams Group,2025-01-26,3868,New Loganmouth General Hospital
Levothyroxine,Garcia-Williams,2024-02-28,2358,New Mark General Hospital
Paracetamol,"Solis, Clark and Lynch",2025-01-31,1389,Zacharyburgh General Hospital
Simvastatin,"Hunt, Cohen and Little",2025-04-02,1991,North Ryantown General Hospital
Azithromycin,"Thomas, Tyler and Smith",2024-09-01,1566,Port Selena General Hospital
Sterile Gauze,Mack LLC,2023-06-10,1626,Barnettstad General Hospital
Doxycycline,"Cunningham, Yu and Smith",2023-07-25,1196,Matthewfurt General Hospital
Insulin Pen,Peterson-Williams,2025-04-08,2760,East Victoria General Hospital
Losartan,"Cunningham, Yu and Smith",2024-12-22,3258,Jennifershire General Hospital
Pulse Oximeter,"Sanchez, Smith and Graham",2024-06-05,1788,Port Courtneytown General Hospital
Aspirin,"Thomas, Tyler and Smith",2025-02-12,150,Port Courtneytown General Hospital
Oxygen Cylinder,Rodriguez-Santana,2023-10-13,4992,North Dennisborough General Hospital
ECG Machine,"Sanchez, Smith and Graham",2024-09-04,291,Lake Stephenshire General Hospital
Lisinopril,Garcia-Williams,2023-11-16,397,Raymondhaven General Hospital
Prednisolone,Rogers LLC,2023-05-26,4320,New Timothy General Hospital
Hand Sanitizer,Garcia-Williams,2024-12-20,1323,Matthewfurt General Hospital
Prednisolone,"Cunningham, Yu and Smith",2024-06-28,2681,Brownberg General Hospital
Ventilator,"Solis, Clark and Lynch",2025-04-06,853,Dustinport General Hospital
Ciprofloxacin,"Solis, Clark and Lynch",2024-06-22,610,Jennifershire General Hospital
Lisinopril,"Solis, Clark and Lynch",2023-10-05,212,Lake Stephenshire General Hospital
Azithromycin,"Cunningham, Yu and Smith",2024-01-27,1955,North Ryantown General Hospital
Losartan,Peterson-Williams,2023-07-26,2508,Meyerchester General Hospital
Prednisolone,Gray PLC,2024-12-12,896,Whitneyfurt General Hospital
Ventilator,Mack LLC,2024-08-30,4094,South Dominiqueburgh General Hospital
Surgical Masks,Smith Ltd,2024-11-17,3574,East Williamtown General Hospital
Drip Stand,Johns Group,2024-06-03,3307,Crosstown General Hospital
Omeprazole,"Hunt, Cohen and Little",2025-03-05,4865,Whitneyfurt General Hospital
Hand Sanitizer,Berry-Baker,2024-02-26,1978,Matthewfurt General Hospital
Insulin Pen,"Sanchez, Smith and Graham",2025-03-05,2873,Port Annachester General Hospital
Drip Stand,Berry-Baker,2024-09-25,1963,Richardsonside General Hospital
Aspirin,Johns Group,2024-08-18,1161,Allenshire General Hospital
Defibrillator,Johns Group,2023-10-09,3565,Reynoldsberg General Hospital
Simvastatin,Mack LLC,2024-03-09,871,Graymouth General Hospital
Blood Pressure Monitor,Garcia-Williams,2023-12-15,2904,Port Courtneytown General Hospital
Levothyroxine,Garcia-Williams,2024-07-23,4435,Matthewfurt General Hospital
Wheelchair,Garcia-Williams,2024-12-27,3819,Allenshire General Hospital
Lisinopril,Smith Ltd,2023-10-27,2696,Meyerchester General Hospital
Salbutamol,"Cunningham, Yu and Smith",2024-10-02,3612,Port Rachel General Hospital
Ibuprofen,Rodriguez-Santana,2025-01-11,3721,Lake Keithfort General Hospital
Hand Sanitizer,"Solis, Clark and Lynch",2023-09-13,2960,Andrewburgh General Hospital
Bandage Roll,"Solis, Clark and Lynch",2024-05-29,167,South Dominiqueburgh General Hospital
Salbutamol,Mack LLC,2023-10-19,1794,Matthewfurt General Hospital
Metronidazole,"Hunt, Cohen and Little",2024-08-19,2052,Jeffreyshire General Hospital
Syringe Set,"Cunningham, Yu and Smith",2024-03-19,1276,Meyerchester General Hospital
Losartan,Johns Group,2023-12-12,1728,West Anne General Hospital
Salbutamol,Adams Group,2023-11-01,1443,Lake Keithfort General Hospital
Syringe Set,Smith Ltd,2024-08-22,1858,Port Aprilside General Hospital
Omeprazole,"Cunningham, Yu and Smith",2023-10-24,277,Port Courtneytown General Hospital
Defibrillator,Mack LLC,2023-10-08,1503,Port Courtneytown General Hospital
Thermometer,Garcia-Williams,2024-12-13,4072,North Ryantown General Hospital
Stethoscope,"Hunt, Cohen and Little",2024-09-17,3631,Lake Stephenshire General Hospital
Syringe Set,Johns Group,2023-10-08,3776,Williamburgh General Hospital
Paracetamol,Mack LLC,2023-11-25,4874,Meyerchester General Hospital
Bandage Roll,Rodriguez-Santana,2023-10-23,3835,Allenshire General Hospital
Amoxicillin,Rogers LLC,2024-10-15,4003,East Olivia General Hospital
Defibrillator,Peterson-Williams,2025-02-23,4847,Raymondhaven General Hospital
Defibrillator,Adams Group,2024-11-15,3430,South Dominiqueburgh General Hospital
Prednisolone,Berry-Baker,2023-11-11,191,South Dominiqueburgh General Hospital
Pantoprazole,Adams Group,2025-02-28,4055,Lake Keithfort General Hospital
Ibuprofen,Gray PLC,2024-05-12,4813,West Laurenview General Hospital
Pulse Oximeter,Gray PLC,2024-09-12,4483,Petersonbury General Hospital
Aspirin,Gray PLC,2024-06-11,2636,Whitneyfurt General Hospital
Fluconazole,Mack LLC,2024-01-11,4959,West Vincent General Hospital
Surgical Masks,Johns Group,2025-04-17,2621,West Vincent General Hospital
IV Bag,"Solis, Clark and Lynch",2023-07-24,2492,Meyerchester General Hospital
Atorvastatin,Peterson-Williams,2023-10-13,2652,Meyerchester General Hospital
Salbutamol,Berry-Baker,2025-03-13,4483,New Timothy General Hospital
Fluconazole,Garcia-Williams,2024-01-08,1529,Matthewfurt General Hospital
Thermometer,Garcia-Williams,2024-03-03,4063,Whitneyfurt General Hospital
Disposable Gloves,Garcia-Williams,2023-11-22,1679,Richardsonside General Hospital
Doxycycline,Berry-Baker,2024-05-03,4153,South Dominiqueburgh General Hospital
Drip Stand,Gray PLC,2023-12-28,2618,New Cynthia General Hospital
Metronidazole,"Hunt, Cohen and Little",2024-10-14,3837,West Vincent General Hospital
Scalpel,Peterson-Williams,2024-10-09,1053,Matthewfurt General Hospital
Hand Sanitizer,Johns Group,2024-10-27,935,Meyerchester General Hospital
Thermometer,Smith Ltd,2023-08-28,2133,New Timothy General Hospital
Salbutamol,Mack LLC,2023-06-02,504,Matthewfurt General Hospital
Drip Stand,"Thomas, Tyler and Smith",2023-10-19,2640,North Ryantown General Hospital
Blood Pressure Monitor,Adams Group,2024-07-30,3053,Whitneyfurt General Hospital
Salbutamol,"Hunt, Cohen and Little",2024-10-11,2243,East Olivia General Hospital
Drip Stand,Smith Ltd,2023-09-16,2928,Whitneyfurt General Hospital
Amoxicillin,Berry-Baker,2024-03-21,708,Whitneyfurt General Hospital
Atorvastatin,Adams Group,2023-10-23,4757,South Dominiqueburgh General Hospital
IV Bag,Garcia-Williams,2023-07-01,4104,Lake Stephenshire General Hospital
Metformin,Smith Ltd,2024-03-20,3700,Matthewfurt General Hospital
Amoxicillin,Peterson-Williams,2024-04-16,1607,Graymouth General Hospital
Ciprofloxacin,"Sanchez, Smith and Graham",2024-10-06,4418,South Dominiqueburgh General Hospital
Stethoscope,Smith Ltd,2024-11-04,3388,Port Courtneytown General Hospital
ECG Machine,Rogers LLC,2023-09-21,3134,West Vincent General Hospital
Thermometer,Adams Group,2023-12-04,902,East Victoria General Hospital
Ciprofloxacin,Mack LLC,2024-11-28,4525,Petersonbury General Hospital
Defibrillator,"Solis, Clark and Lynch",2024-07-03,140,Allenshire General Hospital
Metformin,Gray PLC,2024-07-01,4019,Jonesfurt General Hospital
Losartan,"Thomas, Tyler and Smith",2024-10-06,585,Crosstown General Hospital
Stethoscope,Adams Group,2024-03-01,1115,Lake Stephenshire General Hospital
Azithromycin,"Hunt, Cohen and Little",2024-03-07,2526,New Bryanstad General Hospital
Defibrillator,Adams Group,2024-10-31,1944,Roytown General Hospital
Surgical Scissors,Adams Group,2023-10-20,2659,Richardsonside General Hospital
Surgical Scissors,Peterson-Williams,2025-04-05,1627,Walterstown General Hospital
Surgical Scissors,Mack LLC,2023-09-28,4721,Williamburgh General Hospital
Losartan,"Cunningham, Yu and Smith",2023-05-09,1297,Christopherhaven General Hospital
Doxycycline,Gray PLC,2024-10-03,3854,Williamburgh General Hospital
Oxygen Cylinder,Gray PLC,2024-06-08,3582,Whitneyfurt General Hospital
Azithromycin,"Hunt, Cohen and Little",2023-08-30,177,Port Courtneytown General Hospital
Metronidazole,Gray PLC,2025-03-14,1370,Christopherhaven General Hospital
Amoxicillin,Berry-Baker,2024-07-16,3886,Petersonbury General Hospital
ECG Machine,Smith Ltd,2024-05-21,1312,Matthewfurt General Hospital
Simvastatin,Johns Group,2024-06-26,3412,Lake Keithfort General Hospital
Blood Pressure Monitor,Adams Group,2024-08-15,518,Andrewburgh General Hospital
Losartan,Rogers LLC,2025-02-23,4314,Williamburgh General Hospital
Salbutamol,"Sanchez, Smith and Graham",2024-02-09,3608,Elizabethland General Hospital
Ventilator,"Thomas, Tyler and Smith",2025-01-27,1716,West Anne General Hospital
Atorvastatin,"Hunt, Cohen and Little",2023-09-29,3983,Jeffreyshire General Hospital
Ibuprofen,"Sanchez, Smith and Graham",2024-12-07,69,Lake Stephenshire General Hospital
Ventilator,Mack LLC,2023-10-26,368,Allenshire General Hospital
Oxygen Cylinder,"Cunningham, Yu and Smith",2024-02-26,2919,Williamburgh General Hospital
Pantoprazole,"Cunningham, Yu and Smith",2024-12-02,1696,Michaelmouth General Hospital
Wheelchair,"Solis, Clark and Lynch",2023-11-20,4832,Lake Stephenshire General Hospital
Insulin Pen,Berry-Baker,2023-11-02,1427,Matthewfurt General Hospital
Doxycycline,Berry-Baker,2024-07-23,1024,Jonesfurt General Hospital
Amoxicillin,"Solis, Clark and Lynch",2025-02-18,1233,Michaelmouth General Hospital
Salbutamol,Johns Group,2024-04-17,4531,Williamburgh General Hospital
ECG Machine,Mack LLC,2024-03-01,168,South Dominiqueburgh General Hospital
Metronidazole,Rodriguez-Santana,2024-03-31,4895,Richardsonside General Hospital
Aspirin,Rogers LLC,2025-02-13,3642,South Dominiqueburgh General Hospital
Levothyroxine,Johns Group,2023-07-11,1501,Reynoldsberg General Hospital
Ventilator,Berry-Baker,2023-11-08,4817,Port Rachel General Hospital
Ibuprofen,"Thomas, Tyler and Smith",2024-10-27,289,Port Annachester General Hospital
Metronidazole,Garcia-Williams,2024-02-25,590,Meyerchester General Hospital
Ventilator,Berry-Baker,2024-10-04,1690,Meyerchester General Hospital
Paracetamol,Smith Ltd,2024-08-18,4248,Allenshire General Hospital
Surgical Masks,Gray PLC,2024-07-23,4515,Port Courtneytown General Hospital
Surgical Masks,"Hunt, Cohen and Little",2025-02-26,2023,Williamburgh General Hospital
Pantoprazole,Rodriguez-Santana,2023-12-12,795,Whitneyfurt General Hospital
Surgical Scissors,"Cunningham, Yu and Smith",2024-04-11,1053,Port Annachester General Hospital
Syringe Set,Berry-Baker,2024-08-30,4872,Andrewburgh General Hospital
Oxygen Cylinder,Garcia-Williams,2023-07-08,729,Barnettstad General Hospital
Sterile Gauze,"Thomas, Tyler and Smith",2024-10-22,1713,East Victoria General Hospital
Insulin Pen,Gray PLC,2023-04-29,180,Lake Keithfort General Hospital
Syringe Set,Garcia-Williams,2024-01-01,870,New Loganmouth General Hospital
Ciprofloxacin,"Cunningham, Yu and Smith",2024-06-30,918,South Dominiqueburgh General Hospital
Amoxicillin,"Hunt, Cohen and Little",2024-03-03,1986,Reynoldsberg General Hospital
Ciprofloxacin,Smith Ltd,2024-04-09,4368,East Victoria General Hospital
Doxycycline,"Solis, Clark and Lynch",2023-04-29,4444,Meyerchester General Hospital
Fluconazole,Berry-Baker,2024-03-29,4193,Lake Stephenshire General Hospital
Blood Pressure Monitor,"Solis, Clark and Lynch",2024-11-06,95,Matthewfurt General Hospital
Prednisolone,Gray PLC,2023-08-25,2046,Port Courtneytown General Hospital
Azithromycin,Adams Group,2024-02-12,1594,Lake Stephenshire General Hospital
Insulin Pen,"Thomas, Tyler and Smith",2023-09-30,2142,South Dominiqueburgh General Hospital
Ciprofloxacin,Garcia-Williams,2024-07-19,3324,Lake Stephenshire General Hospital
Metronidazole,Rodriguez-Santana,2024-03-21,1086,Andrewburgh General Hospital
Surgical Masks,Johns Group,2023-05-27,4354,New Loganmouth General Hospital
Surgical Masks,Berry-Baker,2023-08-15,3919,Lake Keithfort General Hospital
Simvastatin,Rodriguez-Santana,2023-10-16,780,Elizabethland General Hospital
Oxygen Cylinder,Berry-Baker,2025-03-22,3271,Port Courtneytown General Hospital
Metronidazole,Rodriguez-Santana,2024-03-25,1792,Port Courtneytown General Hospital
Oxygen Cylinder,Adams Group,2024-12-15,3358,New Timothy General Hospital
Losartan,Berry-Baker,2024-03-09,3144,Meyerchester General Hospital
Paracetamol,Peterson-Williams,2024-11-10,3022,Coopershire General Hospital
IV Bag,Smith Ltd,2024-12-24,692,Matthewfurt General Hospital
Salbutamol,Rogers LLC,2024-10-16,137,Lake Stephenshire General Hospital
Surgical Masks,Rogers LLC,2024-09-05,3870,Lake Keithfort General Hospital
Metformin,Berry-Baker,2023-06-11,1276,New Timothy General Hospital
Wheelchair,Adams Group,2025-02-11,938,Lake Brianmouth General Hospital
Ventilator,Peterson-Williams,2024-06-15,743,Port Aprilside General Hospital
Fluconazole,"Cunningham, Yu and Smith",2023-08-11,50,West Vincent General Hospital
Ventilator,Gray PLC,2025-01-21,1301,Walterstown General Hospital
Omeprazole,"Solis, Clark and Lynch",2023-08-14,951,South Dominiqueburgh General Hospital
Metformin,Adams Group,2024-03-05,4750,Lake Stephenshire General Hospital
IV Bag,Mack LLC,2023-08-02,2103,Williamburgh General Hospital
