id,keyword,location,text,target
5694,medication,India,I absolutely love my fitness journey so far.,0
5695,headache,France,"I've just been diagnosed with headache, looking for support.",1
5696,headache,USA,Anyone else suffering from headache lately?,1
5697,medication,USA,Just finished a great workout at the gym Feeling energized,0
5698,workout,Canada,"Loving the new place I moved into, feels great!",0
5699,flu,Canada,Having a rough time dealing with flu.,1
5700,cold,Canada,Enjoying a relaxing day without any worries!,0
5701,headache,India,Finally got medication for my headache.,1
5702,workout,Canada,Enjoying a relaxing day without any worries!,0
5703,flu,Germany,Having a rough time dealing with flu.,1
5704,cancer,France,Finally got medication for my cancer.,1
5705,fitness,Canada,"I've just been diagnosed with fitness, looking for support.",1
5706,diabetes,Canada,Anyone else suffering from diabetes lately?,1
5707,cold,South Africa,"Had a nice cup of coffee, time to start the day!",0
5708,allergy,Brazil,"Just had an amazing run, feeling so fit.",0
5709,cancer,Brazil,Finally got medication for my cancer.,1
5710,headache,India,"I've just been diagnosed with headache, looking for support.",1
5711,diabetes,Japan,I can't believe I have diabetes.,1
5712,medication,India,Fitness goals achieved for the day!,0
5713,headache,Japan,My headache symptoms are just unbearable.,1
5714,flu,Australia,Just got diagnosed with flu. Anyone have any advice?,1
5715,diabetes,Germany,"This diabetes is getting worse each day, any suggestions?",1
5716,medication,UK,"Just had an amazing run, feeling so fit.",0
5717,fitness,Germany,My grandma just passed away from fitness. RIP,1
5718,cold,Japan,"Staying consistent with my workouts, it pays off.",0
5719,cold,Canada,"Loving the new place I moved into, feels great!",0
5720,medication,Germany,"Just had an amazing run, feeling so fit.",0
5721,cold,Japan,Loving this healthy lifestyle I've been following.,0
5722,asthma,Germany,"I'm all about that gym life, workouts every day.",0
5723,diabetes,Germany,Diagnosed with diabetes and really don't know what to do.,1
5724,asthma,Brazil,"Loving the new place I moved into, feels great!",0
5725,cold,India,I absolutely love my fitness journey so far.,0
5726,cancer,France,"Ugh, I've had a cancer all day. Anyone know any good remedies?",1
5727,medication,Germany,"Fitness is a lifestyle, and I'm fully embracing it.",0
5728,fitness,India,Diagnosed with fitness and really don't know what to do.,1
5729,fitness,South Africa,"Ugh, I've had a fitness all day. Anyone know any good remedies?",1
5730,medication,Brazil,Loving this healthy lifestyle I've been following.,0
5731,flu,Brazil,Diagnosed with flu and really don't know what to do.,1
5732,asthma,USA,"Had a nice cup of coffee, time to start the day!",0
5733,diabetes,Brazil,Just got diagnosed with diabetes. Anyone have any advice?,1
5734,allergy,Japan,"I'm all about that gym life, workouts every day.",0
5735,workout,Germany,Feeling great after a relaxing yoga session.,0
5736,fitness,USA,I've been feeling really sick with fitness all week. Anyone have any tips?,1
5737,flu,UK,I've been feeling really sick with flu all week. Anyone have any tips?,1
5738,asthma,Canada,I absolutely love my fitness journey so far.,0
5739,fitness,UK,"Ugh, I've had a fitness all day. Anyone know any good remedies?",1
5740,flu,USA,"I've just been diagnosed with flu, looking for support.",1
5741,headache,USA,Diagnosed with headache and really don't know what to do.,1
5742,diabetes,UK,I can't believe I have diabetes.,1
5743,medication,Brazil,"Staying consistent with my workouts, it pays off.",0
5744,workout,Australia,"Fitness is a lifestyle, and I'm fully embracing it.",0
5745,cancer,South Africa,Finally got medication for my cancer.,1
5746,medication,France,Enjoying a relaxing day without any worries!,0
5747,cold,Australia,"Loving the new place I moved into, feels great!",0
5748,cancer,Brazil,"I've just been diagnosed with cancer, looking for support.",1
5749,fitness,India,Does anyone know good treatments for fitness?,1
5750,asthma,Germany,Fitness goals achieved for the day!,0
5751,cold,France,"Had a nice cup of coffee, time to start the day!",0
5752,cold,Germany,Just finished a great workout at the gym Feeling energized,0
5753,cold,South Africa,I absolutely love my fitness journey so far.,0
5754,cancer,USA,"Doctor prescribed me new cancer medication, hoping it helps.",1
5755,fitness,USA,Finally got medication for my fitness.,1
5756,medication,Australia,"Loving the new place I moved into, feels great!",0
5757,workout,Japan,I absolutely love my fitness journey so far.,0
5758,workout,UK,"Staying consistent with my workouts, it pays off.",0
5759,allergy,Canada,"Just had an amazing run, feeling so fit.",0
5760,diabetes,Japan,I can't believe I have diabetes.,1
5761,asthma,Canada,Fitness goals achieved for the day!,0
5762,asthma,Australia,"Had a nice cup of coffee, time to start the day!",0
5763,fitness,France,Diagnosed with fitness and really don't know what to do.,1
5764,fitness,USA,I've been feeling really sick with fitness all week. Anyone have any tips?,1
5765,workout,Australia,I absolutely love my fitness journey so far.,0
5766,cancer,India,My grandma just passed away from cancer. RIP,1
5767,headache,Japan,I can't believe I have headache.,1
5768,cold,Brazil,I absolutely love my fitness journey so far.,0
5769,diabetes,Germany,Anyone else suffering from diabetes lately?,1
5770,asthma,Brazil,Getting into the best shape of my life.,0
5771,cold,Australia,"Had a nice cup of coffee, time to start the day!",0
5772,medication,France,This weather is perfect for a long run.,0
5773,cancer,USA,"I've just been diagnosed with cancer, looking for support.",1
5774,headache,Japan,Finally got medication for my headache.,1
5775,cold,Canada,"Had a nice cup of coffee, time to start the day!",0
5776,cancer,India,"Doctor prescribed me new cancer medication, hoping it helps.",1
5777,allergy,USA,"I'm all about that gym life, workouts every day.",0
5778,flu,Brazil,Having a rough time dealing with flu.,1
5779,asthma,India,Fitness goals achieved for the day!,0
5780,workout,Japan,Just finished a great workout at the gym Feeling energized,0
5781,medication,Germany,"Loving the new place I moved into, feels great!",0
5782,fitness,Brazil,"This fitness is getting worse each day, any suggestions?",1
5783,fitness,USA,I can't believe I have fitness.,1
5784,cold,France,"Fitness is a lifestyle, and I'm fully embracing it.",0
5785,cold,USA,This weather is perfect for a long run.,0
5786,cold,South Africa,Feeling great after a relaxing yoga session.,0
5787,flu,Brazil,Just got diagnosed with flu. Anyone have any advice?,1
5788,headache,UK,Having a rough time dealing with headache.,1
5789,asthma,South Africa,"Staying consistent with my workouts, it pays off.",0
5790,workout,Brazil,Getting into the best shape of my life.,0
5791,cold,Canada,Just finished a great workout at the gym Feeling energized,0
5792,medication,Japan,Getting into the best shape of my life.,0
5793,allergy,Canada,"Had a nice cup of coffee, time to start the day!",0
5794,workout,South Africa,Loving this healthy lifestyle I've been following.,0
5795,asthma,Japan,Just finished a great workout at the gym Feeling energized,0
5796,headache,India,I've been feeling really sick with headache all week. Anyone have any tips?,1
5797,allergy,Germany,This weather is perfect for a long run.,0
5798,headache,France,Does anyone know good treatments for headache?,1
5799,headache,India,Having a rough time dealing with headache.,1
5800,flu,UK,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
5801,workout,Germany,Feeling great after a relaxing yoga session.,0
5802,headache,Germany,My headache symptoms are just unbearable.,1
5803,diabetes,India,I can't believe I have diabetes.,1
5804,workout,France,"Loving the new place I moved into, feels great!",0
5805,fitness,USA,"Doctor prescribed me new fitness medication, hoping it helps.",1
5806,cold,India,Getting into the best shape of my life.,0
5807,headache,South Africa,"This headache is getting worse each day, any suggestions?",1
5808,allergy,USA,Just finished a great workout at the gym Feeling energized,0
5809,allergy,Brazil,Just finished a great workout at the gym Feeling energized,0
5810,asthma,India,Getting into the best shape of my life.,0
5811,cold,UK,"Fitness is a lifestyle, and I'm fully embracing it.",0
5812,flu,USA,My grandma just passed away from flu. RIP,1
5813,cold,Japan,"I'm all about that gym life, workouts every day.",0
5814,cancer,South Africa,Finally got medication for my cancer.,1
5815,medication,France,This weather is perfect for a long run.,0
5816,workout,Brazil,Getting into the best shape of my life.,0
5817,workout,South Africa,Getting into the best shape of my life.,0
5818,flu,Germany,"I've just been diagnosed with flu, looking for support.",1
5819,cancer,Australia,Having a rough time dealing with cancer.,1
5820,diabetes,UK,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
5821,medication,Brazil,Getting into the best shape of my life.,0
5822,cancer,Canada,"Doctor prescribed me new cancer medication, hoping it helps.",1
5823,workout,France,"Fitness is a lifestyle, and I'm fully embracing it.",0
5824,fitness,France,My fitness symptoms are just unbearable.,1
5825,cold,South Africa,"Loving the new place I moved into, feels great!",0
5826,asthma,Japan,Fitness goals achieved for the day!,0
5827,flu,Australia,My grandma just passed away from flu. RIP,1
5828,asthma,Brazil,Loving this healthy lifestyle I've been following.,0
5829,diabetes,Brazil,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
5830,flu,Germany,Diagnosed with flu and really don't know what to do.,1
5831,workout,Australia,Just finished a great workout at the gym Feeling energized,0
5832,medication,Australia,This weather is perfect for a long run.,0
5833,cancer,Australia,I can't believe I have cancer.,1
5834,cancer,UK,I can't believe I have cancer.,1
5835,asthma,Germany,Getting into the best shape of my life.,0
5836,flu,South Africa,My flu symptoms are just unbearable.,1
5837,allergy,India,"I'm all about that gym life, workouts every day.",0
5838,cold,UK,Loving this healthy lifestyle I've been following.,0
5839,asthma,South Africa,Just finished a great workout at the gym Feeling energized,0
5840,cold,Australia,Loving this healthy lifestyle I've been following.,0
5841,cold,France,Loving this healthy lifestyle I've been following.,0
5842,workout,India,"Just had an amazing run, feeling so fit.",0
5843,cancer,South Africa,Anyone else suffering from cancer lately?,1
5844,flu,USA,"This flu is getting worse each day, any suggestions?",1
5845,flu,Australia,Does anyone know good treatments for flu?,1
5846,diabetes,Brazil,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
5847,flu,USA,My grandma just passed away from flu. RIP,1
5848,asthma,Germany,Getting into the best shape of my life.,0
5849,diabetes,Australia,My diabetes symptoms are just unbearable.,1
5850,flu,Brazil,Diagnosed with flu and really don't know what to do.,1
5851,diabetes,Japan,Diagnosed with diabetes and really don't know what to do.,1
5852,workout,Australia,Fitness goals achieved for the day!,0
5853,asthma,Canada,Getting into the best shape of my life.,0
5854,medication,India,Just finished a great workout at the gym Feeling energized,0
5855,flu,India,"I've just been diagnosed with flu, looking for support.",1
5856,headache,India,Just got diagnosed with headache. Anyone have any advice?,1
5857,fitness,USA,I can't believe I have fitness.,1
5858,allergy,Germany,Enjoying a relaxing day without any worries!,0
5859,allergy,Germany,Just finished a great workout at the gym Feeling energized,0
5860,allergy,Germany,Getting into the best shape of my life.,0
5861,allergy,India,"Loving the new place I moved into, feels great!",0
5862,cold,Japan,Enjoying a relaxing day without any worries!,0
5863,flu,Australia,Does anyone know good treatments for flu?,1
5864,flu,India,Does anyone know good treatments for flu?,1
5865,medication,Japan,Feeling great after a relaxing yoga session.,0
5866,headache,Germany,Does anyone know good treatments for headache?,1
5867,allergy,Japan,"Had a nice cup of coffee, time to start the day!",0
5868,fitness,Australia,I can't believe I have fitness.,1
5869,medication,USA,Enjoying a relaxing day without any worries!,0
5870,cold,UK,I absolutely love my fitness journey so far.,0
